Gen;	BestValidIndiv;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
100000;	77 0.08 0.0783307;	77 0.08 0.0783307;	73 0.0802068 0.0790808;	74 0.0802342 0.0963361;	76 0.0802444 0.0963361;	70 0.0802492 0.0963361;	75 0.080265 0.0963361;	
102500;	83 0.0794903 0.0761631;	81 0.0794903 0.0761631;	79 0.0795229 0.0963361;	72 0.0795231 0.0963361;	78 0.0795549 0.0963361;	78 0.0795921 0.0784534;	79 0.079598 0.0963361;	
105000;	77 0.078412 0.0729042;	77 0.078412 0.0729042;	76 0.0784329 0.0963361;	76 0.0787535 0.0742517;	77 0.078826 0.0745658;	74 0.0788529 0.0963361;	76 0.0789394 0.0963361;	
107500;	77 0.0736914 0.0731734;	77 0.0736914 0.0731734;	79 0.0737966 0.0748561;	78 0.0738713 0.0740618;	79 0.0745878 0.0797718;	80 0.0746334 0.0963361;	75 0.0748927 0.0729302;	
110000;	78 0.0730335 0.068551;	78 0.0730335 0.068551;	73 0.0730543 0.0687214;	71 0.0730647 0.0731734;	74 0.0730932 0.0731734;	74 0.0731395 0.0731734;	73 0.073259 0.0731734;	
112500;	79 0.0706329 0.069112;	73 0.0706329 0.069112;	73 0.0706442 0.0696953;	76 0.0706911 0.0696953;	75 0.0707027 0.0696953;	74 0.070821 0.0696953;	74 0.0708331 0.0696953;	
115000;	79 0.0706329 0.069112;	71 0.0706329 0.069112;	70 0.0706442 0.0696953;	72 0.0706911 0.0696953;	72 0.0707027 0.0696953;	70 0.070821 0.0696953;	70 0.0708331 0.0696953;	
117500;	79 0.0706329 0.069112;	70 0.0706329 0.069112;	70 0.0706442 0.0696953;	72 0.0706911 0.0696953;	71 0.0707027 0.0696953;	69 0.070821 0.0696953;	69 0.0708331 0.0696953;	
120000;	79 0.0706329 0.069112;	69 0.0706329 0.069112;	69 0.0706442 0.0696953;	70 0.0706911 0.0696953;	70 0.0707027 0.0696953;	68 0.070821 0.0696953;	68 0.0708331 0.0696953;	
122500;	79 0.0706329 0.069112;	69 0.0706329 0.069112;	69 0.0706442 0.0696953;	70 0.0706911 0.0696953;	70 0.0707027 0.0696953;	68 0.070821 0.0696953;	68 0.0708331 0.0696953;	
125000;	71 0.0701082 0.0679822;	70 0.0701082 0.0679822;	69 0.0701367 0.0696953;	71 0.0701566 0.0696953;	69 0.0701577 0.0682228;	68 0.0701619 0.0681648;	71 0.0701685 0.0696953;	
127500;	71 0.0701082 0.0679822;	70 0.0701082 0.0679822;	69 0.0701367 0.0696953;	71 0.0701566 0.0696953;	69 0.0701577 0.0682228;	68 0.0701619 0.0681648;	71 0.0701685 0.0696953;	
130000;	71 0.0701082 0.0679822;	69 0.0701082 0.0679822;	68 0.0701367 0.0696953;	71 0.0701566 0.0696953;	69 0.0701577 0.0682228;	68 0.0701619 0.0681648;	71 0.0701685 0.0696953;	
132500;	71 0.0701082 0.0679822;	69 0.0701082 0.0679822;	68 0.0701367 0.0696953;	70 0.0701566 0.0696953;	69 0.0701577 0.0682228;	67 0.0701619 0.0681648;	70 0.0701685 0.0696953;	
135000;	70 0.0688788 0.0680004;	70 0.0688788 0.0680004;	70 0.0697235 0.0666876;	67 0.0697512 0.0696953;	67 0.0701082 0.0696953;	66 0.0701367 0.0696953;	68 0.0701566 0.0696953;	
137500;	70 0.0688788 0.0680004;	68 0.0688788 0.0680004;	67 0.0689047 0.0696953;	69 0.0689473 0.0696953;	68 0.0689721 0.0696953;	69 0.0690179 0.0696953;	68 0.0690444 0.0696953;	
140000;	70 0.0688188 0.0680569;	68 0.0688188 0.0680569;	67 0.068826 0.0696953;	69 0.0688297 0.0696953;	68 0.0688337 0.0696953;	68 0.0688788 0.0680004;	67 0.0689047 0.0696953;	
142500;	69 0.0678983 0.0668099;	68 0.0678983 0.0668099;	67 0.0679093 0.0696953;	69 0.0680091 0.0696953;	68 0.0680172 0.0696953;	70 0.0680871 0.0696953;	69 0.0680949 0.0696953;	
145000;	69 0.0678983 0.0668099;	69 0.0678228 0.0698154;	68 0.0678272 0.0698136;	68 0.0678983 0.0668099;	67 0.0679093 0.0696953;	70 0.0679332 0.0696953;	69 0.0679406 0.0696953;	
147500;	69 0.0678983 0.0668099;	69 0.0678228 0.0698154;	68 0.0678272 0.0698136;	68 0.0678983 0.0668099;	67 0.0679093 0.0696953;	70 0.0679332 0.0696953;	69 0.0679406 0.0696953;	
150000;	71 0.0677289 0.0662639;	70 0.0677289 0.0662639;	69 0.0677441 0.0662565;	73 0.0678151 0.0668099;	69 0.0678228 0.0698154;	72 0.0678262 0.0696953;	68 0.0678272 0.0698136;	
152500;	71 0.0677289 0.0662639;	70 0.0677289 0.0662639;	69 0.0677441 0.0662565;	71 0.0678151 0.0698136;	69 0.0678228 0.0698154;	70 0.0678262 0.0698136;	68 0.0678272 0.0698136;	
155000;	73 0.0672665 0.0654802;	70 0.0672665 0.0654802;	71 0.0672681 0.0698154;	70 0.0673362 0.0648739;	72 0.0673362 0.0653027;	71 0.0673367 0.0698154;	69 0.0673508 0.0698154;	
157500;	73 0.0672665 0.0654802;	70 0.0672665 0.0654802;	71 0.0672681 0.0698154;	70 0.0673362 0.0648739;	72 0.0673362 0.0653027;	71 0.0673367 0.0698154;	69 0.0673508 0.0698154;	
160000;	73 0.0672665 0.0654802;	70 0.0672665 0.0654802;	71 0.0672681 0.0698154;	70 0.0673362 0.0648739;	72 0.0673362 0.0653027;	71 0.0673367 0.0698154;	69 0.0673508 0.0698154;	
162500;	73 0.0672665 0.0654802;	69 0.0672665 0.0654802;	70 0.0672681 0.0653027;	70 0.0673362 0.0648739;	72 0.0673362 0.0653027;	70 0.0673367 0.0653027;	68 0.0673508 0.0653027;	
165000;	73 0.0672665 0.0654802;	69 0.0672665 0.0654802;	70 0.0672681 0.0653027;	69 0.0673362 0.0653027;	71 0.0673362 0.0653027;	70 0.0673367 0.0653027;	68 0.0673508 0.0653027;	
167500;	73 0.0672665 0.0654802;	68 0.0672665 0.0654802;	69 0.0672681 0.0653027;	69 0.0673362 0.0653027;	70 0.0673362 0.0653027;	69 0.0673367 0.0653027;	68 0.0673508 0.0653027;	
170000;	73 0.0672665 0.0654802;	68 0.0672665 0.0654802;	69 0.0672681 0.0653027;	68 0.0673362 0.0653027;	70 0.0673362 0.0653027;	69 0.0673367 0.0653027;	67 0.0673508 0.0653027;	
172500;	73 0.0672665 0.0654802;	68 0.0672665 0.0654802;	69 0.0672681 0.0653027;	68 0.0673362 0.0653027;	70 0.0673362 0.0653027;	69 0.0673367 0.0653027;	67 0.0673508 0.0653027;	
175000;	73 0.0672665 0.0654802;	73 0.0672665 0.0654802;	78 0.219257 1.#INF;	117 0.293933 0.0653027;	97 0.31978 1.#INF;	103 0.320906 0.0653027;	83 0.322135 1.#INF;	
177500;	73 0.0672665 0.0654802;	73 0.0672665 0.0654802;	73 0.115459 1.#INF;	75 0.132904 1.#INF;	76 0.144633 1.#INF;	83 0.16862 1.#INF;	75 0.172116 1.#INF;	
180000;	73 0.0672665 0.0654802;	73 0.0672665 0.0654802;	73 0.0691486 1.#INF;	74 0.0724777 1.#INF;	77 0.0735271 1.#INF;	74 0.0825196 1.#INF;	75 0.0826032 1.#INF;	
182500;	73 0.0672665 0.0654802;	73 0.0672665 0.0654802;	73 0.0681804 0.0653027;	73 0.0684428 1.#INF;	74 0.0688085 1.#INF;	73 0.0691486 1.#INF;	75 0.0692172 1.#INF;	
185000;	73 0.0667908 0.0653026;	73 0.0667908 0.0653026;	74 0.0668309 1.#INF;	71 0.0672665 0.0653027;	73 0.0673204 1.#INF;	73 0.0673413 1.#INF;	72 0.0673508 1.#INF;	
187500;	74 0.0666415 0.0657589;	74 0.0666415 0.0657589;	74 0.0666633 0.0642655;	72 0.0667908 1.#INF;	74 0.0668131 1.#INF;	72 0.0668309 1.#INF;	74 0.0668343 1.#INF;	
190000;	76 0.066087 0.0620372;	76 0.066087 0.0620372;	73 0.0662055 0.0637437;	76 0.0662135 0.0637437;	75 0.0662611 0.0637437;	73 0.0663382 0.0637437;	74 0.0663697 1.#INF;	
192500;	76 0.066087 0.0620372;	74 0.066087 0.0620372;	73 0.0662055 0.0637437;	74 0.0662135 0.0637437;	74 0.0662271 0.0637437;	74 0.0662611 0.0637437;	72 0.0663382 0.0637437;	
195000;	76 0.0660778 0.0646773;	74 0.0660186 0.0662816;	75 0.0660778 0.0646773;	74 0.066087 0.0620372;	75 0.0660894 0.0637437;	74 0.0660969 0.0637437;	76 0.0660995 0.0637437;	
197500;	75 0.06569 0.0642164;	75 0.06569 0.0642164;	74 0.065696 0.0661751;	73 0.0657173 0.0661751;	74 0.0657265 0.0661751;	74 0.0657773 0.0637437;	73 0.0657808 0.0661751;	
200000;	73 0.0642746 0.0637755;	75 0.0642088 0.0691692;	73 0.0642746 0.0637755;	74 0.0642813 0.0637829;	75 0.0643216 0.0693621;	73 0.0643487 0.0688203;	74 0.0643493 0.0688022;	
202500;	76 0.0631565 0.0619377;	76 0.0631565 0.0619377;	74 0.0632088 0.0639925;	75 0.0632255 0.0639947;	76 0.063247 0.0639947;	74 0.0632638 0.0636231;	75 0.0632927 0.0623344;	
205000;	78 0.0628236 0.0613024;	77 0.0625507 0.070021;	78 0.0625623 0.070276;	76 0.0625819 0.0700284;	77 0.0625929 0.070273;	78 0.0626777 0.077244;	77 0.0627658 0.0699398;	
207500;	78 0.0628236 0.0613024;	79 0.0623404 0.0726981;	78 0.0623468 0.0728536;	77 0.0625507 0.070021;	78 0.0625568 0.0726981;	77 0.062561 0.0728536;	78 0.0625623 0.070276;	
210000;	78 0.0628236 0.0613024;	80 0.0622842 0.0705281;	79 0.0623404 0.0726981;	78 0.0623468 0.0728536;	78 0.0624795 0.0720657;	79 0.0624823 0.0706157;	80 0.0624987 0.0704513;	
212500;	78 0.0628236 0.0613024;	80 0.061724 0.0718615;	78 0.0622675 0.0772679;	79 0.06227 0.0770531;	80 0.0622842 0.0705281;	79 0.0623207 0.0706185;	79 0.0623362 0.0757087;	
215000;	78 0.0628236 0.0613024;	80 0.0615106 0.0789685;	81 0.0616196 0.0717704;	81 0.0616866 0.082963;	80 0.0617177 0.0793055;	80 0.061724 0.0718615;	81 0.0617374 0.0766277;	
217500;	78 0.0628236 0.0613024;	81 0.061434 0.0793069;	80 0.0615106 0.0789685;	81 0.0616196 0.0717704;	81 0.061658 0.0823416;	81 0.0616866 0.082963;	80 0.0617177 0.0793055;	
220000;	78 0.0628236 0.0613024;	83 0.0608684 0.0728093;	82 0.0610707 0.0716711;	84 0.0610965 0.0733654;	82 0.0611531 0.0728093;	83 0.0611715 0.0722667;	83 0.0612158 0.0739429;	
222500;	78 0.0628236 0.0613024;	83 0.0608684 0.0728093;	82 0.0610707 0.0716711;	84 0.0610965 0.0733654;	82 0.0611531 0.0728093;	83 0.0611715 0.0722667;	83 0.0612158 0.0739429;	
225000;	78 0.0628236 0.0613024;	78 0.0628236 0.0613024;	110 0.349263 1.#INF;	112 0.353351 1.#INF;	91 0.353618 1.#INF;	104 0.353961 0.0739429;	116 0.353977 1.#INF;	
227500;	78 0.0628236 0.0613024;	78 0.0628236 0.0613024;	80 0.161352 1.#INF;	80 0.171089 1.#INF;	80 0.179937 1.#INF;	78 0.181098 1.#INF;	80 0.184224 1.#INF;	
230000;	78 0.0628236 0.0613024;	78 0.0628236 0.0613024;	80 0.0705292 0.0739429;	78 0.0729768 1.#INF;	78 0.078437 1.#INF;	79 0.102228 1.#INF;	79 0.103513 1.#INF;	
232500;	78 0.0628236 0.0613024;	78 0.0628236 0.0613024;	78 0.0629364 0.0739429;	79 0.0629518 1.#INF;	78 0.063024 1.#INF;	79 0.0637595 1.#INF;	78 0.0642249 1.#INF;	
235000;	80 0.0625141 0.0607456;	79 0.0625141 0.0607456;	80 0.0625771 0.0690713;	78 0.0628236 0.0613024;	80 0.0628251 1.#INF;	79 0.0628937 1.#INF;	78 0.0629364 0.0739429;	
237500;	80 0.0625141 0.0607456;	80 0.0622614 0.0682422;	79 0.0625141 0.0607456;	79 0.0625421 1.#INF;	79 0.0625454 0.0613024;	80 0.0625673 0.0739429;	78 0.0625696 1.#INF;	
240000;	81 0.0623841 0.0614802;	81 0.0619266 0.0671944;	82 0.0620585 0.0705559;	81 0.0621372 0.0684277;	80 0.0621616 0.0682254;	81 0.0622075 0.0705851;	82 0.0622306 0.0696562;	
242500;	79 0.0622846 0.0615492;	81 0.0618244 0.067856;	80 0.0619266 0.0671944;	80 0.0619322 0.0671894;	82 0.0620425 0.0705512;	82 0.0620585 0.0705559;	81 0.0621182 0.0675776;	
245000;	81 0.062201 0.0613416;	81 0.0618244 0.067856;	81 0.0618373 0.0678525;	82 0.061877 0.0675094;	82 0.0618843 0.0675164;	81 0.061925 0.0668562;	80 0.0619266 0.0671944;	
247500;	81 0.062201 0.0613416;	82 0.0615885 0.067005;	82 0.0616064 0.0670163;	81 0.0616529 0.0668747;	81 0.0616613 0.0668872;	81 0.0616975 0.0667178;	81 0.0617061 0.0667293;	
250000;	81 0.062201 0.0613416;	84 0.0612777 0.0666011;	84 0.0615143 0.06695;	84 0.0615159 0.0666655;	83 0.0615215 0.0669609;	83 0.0615735 0.0669948;	83 0.0615777 0.0664371;	
Best: Len=81; Trn=0.062201; Val=0.0613416; Tst=0.056639;

2500;	43 0.202687 0.204227;	19 0.202327 0.205891;	30 0.202327 0.206025;	29 0.202366 0.206112;	25 0.202384 0.205906;	22 0.202621 0.206375;	43 0.202687 0.204227;	
5000;	47 0.141929 0.148719;	35 0.141929 0.148719;	37 0.142442 0.205906;	37 0.142563 0.205906;	39 0.142947 0.205906;	45 0.143075 0.150258;	54 0.146141 0.201458;	
7500;	39 0.126458 0.137414;	44 0.125997 0.138698;	34 0.126458 0.137414;	44 0.126497 0.205906;	48 0.126867 0.201458;	37 0.126981 0.201458;	44 0.126994 0.201458;	
10000;	45 0.114065 0.11355;	57 0.106777 0.122001;	55 0.113465 0.115643;	45 0.114065 0.11355;	50 0.114482 0.132713;	42 0.115083 0.114498;	47 0.115251 0.135385;	
12500;	45 0.114065 0.11355;	63 0.095553 0.119277;	62 0.0955673 0.119281;	60 0.0955829 0.119385;	63 0.0962195 0.120676;	58 0.096464 0.121098;	63 0.0965589 0.120137;	
15000;	65 0.0993526 0.105391;	62 0.093568 0.117586;	62 0.0936108 0.117608;	61 0.093865 0.117276;	54 0.0939043 0.121481;	63 0.0939278 0.118045;	64 0.0939574 0.117524;	
17500;	65 0.0993526 0.105391;	58 0.0876368 0.113986;	53 0.0882156 0.115379;	56 0.0887333 0.113668;	58 0.0890539 0.113597;	60 0.0893581 0.113394;	49 0.0897963 0.113285;	
20000;	55 0.0953541 0.0986565;	58 0.0864788 0.114647;	55 0.086495 0.114353;	58 0.0866264 0.11462;	55 0.0866839 0.115156;	49 0.0868699 0.114998;	53 0.0869576 0.111846;	
22500;	55 0.0953541 0.0986565;	62 0.0850066 0.115219;	60 0.0850834 0.115163;	58 0.0851311 0.114343;	59 0.0852233 0.113724;	60 0.0853002 0.115092;	59 0.085554 0.115529;	
25000;	55 0.0953541 0.0986565;	49 0.0848284 0.109466;	53 0.084844 0.113226;	53 0.0849293 0.114408;	53 0.0849747 0.113818;	53 0.0850066 0.115219;	55 0.0850231 0.114271;	
27500;	52 0.0871176 0.0933494;	46 0.0837197 0.108746;	48 0.0840167 0.107428;	50 0.0840309 0.109732;	52 0.0840776 0.113105;	44 0.0841537 0.108419;	48 0.0841565 0.108114;	
30000;	52 0.0871176 0.0933494;	42 0.0836844 0.108973;	40 0.0837197 0.108746;	45 0.0837283 0.10924;	47 0.0837658 0.109546;	46 0.0838433 0.117319;	43 0.0838554 0.108566;	
32500;	52 0.0871176 0.0933494;	44 0.0832525 0.108148;	45 0.0834109 0.108488;	43 0.0834151 0.108023;	48 0.0835892 0.108326;	39 0.0836844 0.108973;	38 0.0837197 0.108746;	
35000;	52 0.0871176 0.0933494;	38 0.0832525 0.108148;	42 0.0833204 0.108008;	42 0.0833431 0.108441;	46 0.0833444 0.108042;	44 0.0833622 0.107855;	40 0.0834109 0.108488;	
37500;	52 0.0871176 0.0933494;	38 0.0832525 0.108148;	39 0.0833204 0.108008;	40 0.0833431 0.108441;	43 0.0833444 0.108042;	39 0.0833622 0.107855;	42 0.0833993 0.107701;	
40000;	52 0.0871176 0.0933494;	38 0.0832007 0.107585;	38 0.0832525 0.108148;	37 0.0832806 0.107819;	39 0.0833204 0.108008;	37 0.0833275 0.107436;	39 0.0833431 0.108441;	
42500;	52 0.0871176 0.0933494;	38 0.0832007 0.107585;	38 0.0832525 0.108148;	37 0.0832806 0.107819;	39 0.0833122 0.106729;	39 0.0833204 0.108008;	37 0.0833275 0.107436;	
45000;	52 0.0871176 0.0933494;	39 0.0823564 0.106857;	38 0.0823749 0.10708;	40 0.0824564 0.106006;	39 0.0824677 0.107432;	40 0.0824858 0.107268;	39 0.0824912 0.107479;	
47500;	52 0.0871176 0.0933494;	52 0.0871176 0.0933494;	58 0.115072 1.#INF;	58 0.122264 1.#INF;	74 0.125994 1.#INF;	58 0.127847 1.#INF;	66 0.128008 1.#INF;	
50000;	52 0.0871176 0.0933494;	52 0.0871176 0.0933494;	52 0.0875819 1.#INF;	55 0.0876412 1.#INF;	53 0.0879562 1.#INF;	53 0.0883575 1.#INF;	52 0.0888928 1.#INF;	
52500;	59 0.0868853 0.0914225;	58 0.083506 0.120514;	60 0.0837237 0.122445;	56 0.084272 0.123649;	57 0.0851221 0.10324;	56 0.085208 0.105752;	58 0.0854814 0.12315;	
55000;	59 0.0868853 0.0914225;	55 0.0828841 0.131156;	62 0.0829596 0.10867;	67 0.0830806 0.108699;	61 0.0831784 0.118474;	64 0.0832606 0.114024;	72 0.0833617 0.123477;	
57500;	63 0.0859106 0.0898024;	62 0.0798912 0.120153;	64 0.0799669 0.120243;	62 0.0802274 0.120436;	59 0.0803832 0.120606;	63 0.081183 0.112988;	60 0.0814504 0.110793;	
60000;	63 0.0859106 0.0898024;	61 0.0770243 0.109117;	65 0.0770464 0.109162;	69 0.0771491 0.109214;	66 0.0771881 0.109323;	63 0.0772892 0.109169;	59 0.0777747 0.11021;	
62500;	63 0.0859106 0.0898024;	56 0.0770243 0.109117;	59 0.0770464 0.109162;	63 0.0770478 0.10917;	64 0.0770632 0.110047;	64 0.0770763 0.109206;	61 0.0771085 0.109153;	
65000;	63 0.0859106 0.0898024;	56 0.0769012 0.109839;	57 0.0769173 0.109865;	58 0.0769246 0.109869;	62 0.0769439 0.109995;	60 0.0770198 0.109989;	56 0.0770243 0.109117;	
67500;	63 0.0859106 0.0898024;	56 0.0769012 0.109839;	57 0.0769173 0.109865;	58 0.0769246 0.109869;	59 0.0769439 0.109995;	59 0.0770198 0.109989;	56 0.0770243 0.109117;	
70000;	63 0.0859106 0.0898024;	56 0.0762153 0.108863;	58 0.0762346 0.10889;	58 0.0762456 0.108894;	59 0.0763248 0.108693;	59 0.0763603 0.108992;	56 0.0763774 0.108098;	
72500;	63 0.0859106 0.0898024;	55 0.0762153 0.108863;	58 0.0762346 0.10889;	58 0.0762456 0.108894;	58 0.0763248 0.108693;	59 0.0763603 0.108992;	55 0.0763774 0.108098;	
75000;	63 0.0859106 0.0898024;	53 0.0762153 0.108863;	57 0.0762346 0.10889;	58 0.0762456 0.108894;	59 0.0762587 0.108909;	58 0.0763248 0.108693;	58 0.0763603 0.108992;	
77500;	63 0.0859106 0.0898024;	63 0.0859106 0.0898024;	102 0.203266 1.#INF;	102 0.211012 1.#INF;	103 0.213575 1.#INF;	72 0.222333 1.#INF;	96 0.225556 1.#INF;	
80000;	63 0.0859106 0.0898024;	63 0.0859106 0.0898024;	65 0.0892918 1.#INF;	66 0.0905079 1.#INF;	67 0.0913658 1.#INF;	72 0.094283 1.#INF;	64 0.0948007 1.#INF;	
82500;	66 0.0852067 0.0864296;	67 0.0838241 0.110972;	69 0.0848813 0.112391;	66 0.0852067 0.0864296;	64 0.0852775 1.#INF;	62 0.0858408 1.#INF;	63 0.0859106 0.0898024;	
85000;	67 0.0845134 0.0856164;	66 0.0808086 0.101088;	66 0.0809901 0.106365;	65 0.0811529 0.100229;	66 0.0811968 0.0963553;	66 0.0814648 0.10207;	67 0.081882 0.121152;	
87500;	71 0.0839535 0.0805723;	71 0.0772294 0.113723;	71 0.0780656 0.114575;	68 0.0787875 0.116138;	69 0.0788221 0.107497;	68 0.0788631 0.114525;	70 0.0791914 0.100939;	
90000;	71 0.0839535 0.0805723;	67 0.075834 0.116178;	68 0.0758423 0.11612;	73 0.0760078 0.108663;	70 0.0760589 0.118089;	68 0.076414 0.112943;	68 0.0764297 0.118223;	
92500;	71 0.0839535 0.0805723;	64 0.0746018 0.115086;	65 0.0746663 0.115167;	68 0.0748119 0.114085;	70 0.0750234 0.117076;	70 0.0750742 0.107546;	73 0.0753337 0.117052;	
95000;	71 0.0839535 0.0805723;	61 0.0746018 0.115086;	63 0.0746278 0.115218;	62 0.0746663 0.115167;	64 0.0746877 0.114538;	71 0.074714 0.1158;	68 0.0747267 0.116053;	
97500;	71 0.0839535 0.0805723;	58 0.0746018 0.115086;	62 0.0746278 0.115218;	59 0.0746663 0.115167;	61 0.0746877 0.114538;	64 0.0746933 0.115002;	63 0.074714 0.1158;	
100000;	71 0.0839535 0.0805723;	67 0.0742847 0.107166;	57 0.0746018 0.115086;	61 0.0746278 0.115218;	63 0.0746464 0.115242;	59 0.0746663 0.115167;	60 0.0746877 0.114538;	
102500;	63 0.0839232 0.0822773;	62 0.0742847 0.107166;	59 0.0744902 0.107986;	57 0.0745966 0.118823;	55 0.0746018 0.115086;	57 0.0746153 0.114819;	58 0.0746278 0.115218;	
105000;	58 0.0839131 0.082445;	61 0.0742847 0.107166;	59 0.0744902 0.107986;	57 0.0745966 0.118823;	55 0.0746018 0.115086;	57 0.0746153 0.114819;	58 0.0746278 0.115218;	
107500;	58 0.0839131 0.082445;	62 0.073994 0.105542;	61 0.0740919 0.108175;	58 0.0741168 0.11355;	57 0.0741465 0.113633;	58 0.0741948 0.107186;	59 0.074217 0.114156;	
110000;	58 0.0839131 0.082445;	59 0.0738512 0.105012;	60 0.0738569 0.105269;	59 0.073994 0.105542;	59 0.0740799 0.109017;	60 0.0740919 0.108175;	58 0.0741168 0.11355;	
112500;	58 0.0839131 0.082445;	58 0.0738512 0.105012;	60 0.0738569 0.105269;	59 0.073994 0.105542;	59 0.0740799 0.109017;	60 0.0740919 0.108175;	58 0.0741168 0.11355;	
115000;	62 0.0830788 0.0833861;	58 0.0738512 0.105012;	60 0.0738569 0.105269;	59 0.073994 0.105542;	59 0.0740799 0.109017;	60 0.0740919 0.108175;	57 0.0741168 0.11355;	
117500;	62 0.0830788 0.0833861;	56 0.0738512 0.105012;	58 0.0738569 0.105269;	57 0.0738937 0.105897;	59 0.0739833 0.107183;	57 0.073994 0.105542;	58 0.0740799 0.109017;	
120000;	62 0.0830788 0.0833861;	55 0.0738512 0.105012;	57 0.0738569 0.105269;	56 0.0738937 0.105897;	58 0.0739833 0.107183;	56 0.073994 0.105542;	58 0.0740799 0.109017;	
122500;	62 0.0830788 0.0833861;	54 0.0738512 0.105012;	56 0.0738569 0.105269;	55 0.0738937 0.105897;	58 0.0739176 0.105212;	57 0.0739833 0.107183;	55 0.073994 0.105542;	
125000;	62 0.0830788 0.0833861;	53 0.0738512 0.105012;	56 0.0738569 0.105269;	54 0.0738937 0.105897;	58 0.0739176 0.105212;	57 0.0739833 0.107183;	55 0.073994 0.105542;	
127500;	62 0.0830788 0.0833861;	53 0.0738512 0.105012;	55 0.0738569 0.105269;	54 0.0738937 0.105897;	58 0.0739176 0.105212;	56 0.0739833 0.107183;	54 0.073994 0.105542;	
130000;	62 0.0830788 0.0833861;	53 0.0738512 0.105012;	54 0.0738569 0.105269;	54 0.0738937 0.105897;	58 0.0739176 0.105212;	55 0.0739833 0.107183;	53 0.073994 0.105542;	
132500;	62 0.0830788 0.0833861;	55 0.0738319 0.104996;	52 0.0738512 0.105012;	56 0.0738562 0.105254;	54 0.0738569 0.105269;	57 0.0738581 0.105293;	57 0.0738685 0.105279;	
135000;	62 0.0830788 0.0833861;	62 0.0830788 0.0833861;	122 0.237739 0.105293;	81 0.354127 0.105293;	91 0.354127 0.105293;	122 0.354128 0.105293;	96 0.356012 0.105293;	
137500;	62 0.0830788 0.0833861;	62 0.0830788 0.0833861;	65 0.0976449 0.105293;	68 0.118872 0.105293;	66 0.121034 0.105293;	68 0.122499 0.105293;	65 0.122514 0.105293;	
140000;	62 0.0830788 0.0833861;	62 0.0820308 0.0875241;	66 0.0825747 0.0923674;	62 0.0830788 0.0833861;	62 0.0830864 0.105293;	64 0.084686 0.105293;	65 0.0851549 0.105293;	
142500;	62 0.0830788 0.0833861;	62 0.0793678 0.115771;	64 0.0795022 0.116015;	65 0.0795913 0.116212;	65 0.0808091 0.109102;	74 0.080993 0.110648;	67 0.0810366 0.102938;	
145000;	62 0.0830788 0.0833861;	64 0.076621 0.115003;	65 0.0767211 0.114268;	70 0.0771314 0.113836;	69 0.0771408 0.112314;	69 0.0774159 0.114684;	66 0.0774336 0.114163;	
147500;	62 0.0830788 0.0833861;	65 0.0752065 0.114749;	69 0.076127 0.113026;	65 0.0761711 0.114153;	64 0.0761837 0.114232;	68 0.076188 0.112255;	64 0.0762424 0.113626;	
150000;	62 0.0830788 0.0833861;	70 0.0745837 0.10913;	65 0.0745921 0.108446;	69 0.074594 0.108339;	66 0.0745943 0.108316;	71 0.0746045 0.109234;	68 0.0746095 0.109247;	
152500;	62 0.0830788 0.0833861;	68 0.0744731 0.109245;	72 0.0744733 0.109428;	70 0.0744773 0.10945;	71 0.0745023 0.109048;	71 0.0745034 0.109587;	69 0.0745098 0.109619;	
155000;	73 0.0825283 0.0830791;	64 0.0744613 0.109333;	66 0.0744664 0.109289;	65 0.0744731 0.109245;	66 0.0744733 0.109428;	67 0.0744773 0.10945;	66 0.0744803 0.109466;	
157500;	73 0.0825283 0.0830791;	63 0.0744613 0.109333;	63 0.0744664 0.109289;	63 0.0744731 0.109245;	64 0.0744733 0.109428;	64 0.0744763 0.109224;	65 0.0744773 0.10945;	
160000;	73 0.0825283 0.0830791;	62 0.0744613 0.109333;	63 0.0744664 0.109289;	63 0.0744731 0.109245;	63 0.0744733 0.109428;	63 0.0744763 0.109224;	64 0.0744773 0.10945;	
162500;	73 0.0825283 0.0830791;	61 0.0744613 0.109333;	62 0.0744664 0.109289;	62 0.0744731 0.109245;	62 0.0744733 0.109428;	63 0.0744763 0.109224;	63 0.0744773 0.10945;	
165000;	73 0.0825283 0.0830791;	60 0.0744613 0.109333;	62 0.0744664 0.109289;	62 0.0744731 0.109245;	62 0.0744733 0.109428;	63 0.0744763 0.109224;	63 0.0744773 0.10945;	
167500;	73 0.0825283 0.0830791;	59 0.0744613 0.109333;	62 0.0744664 0.109289;	62 0.0744731 0.109245;	62 0.0744733 0.109428;	63 0.0744763 0.109224;	62 0.0744773 0.10945;	
170000;	73 0.0825283 0.0830791;	59 0.0744613 0.109333;	62 0.0744664 0.109289;	62 0.0744731 0.109245;	62 0.0744733 0.109428;	63 0.0744763 0.109224;	61 0.0744773 0.10945;	
172500;	73 0.0825283 0.0830791;	58 0.0744613 0.109333;	61 0.0744664 0.109289;	62 0.0744668 0.109286;	61 0.0744731 0.109245;	61 0.0744733 0.109428;	59 0.0744763 0.109224;	
